State,County,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and  health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations"
GA,Colquitt,0.066501318,0.061902547,0.210716685,0.070066656,0.098796052,0.054565184,0.019841885,0.040510515,0.027592621,0.23154033,0.054978556,0.031571333,0.031416318,0.30403555,0.104066553,0.201829174,0.122823335,0.267245388
GA,Columbia,0.006209602,0.045273646,0.090095684,0.010372858,0.114341359,0.066386294,0.012546219,0.04054588,0.148014339,0.278288972,0.09167631,0.042846256,0.05340258,0.480849022,0.153306613,0.215388524,0.053459031,0.096996811
GA,Coweta,0.009952758,0.064255003,0.099222358,0.017490313,0.096501937,0.110833908,0.021590849,0.045397845,0.135530018,0.195485429,0.107781729,0.059623653,0.0363342,0.391315887,0.161075429,0.19823239,0.099567387,0.149808907
GA,Dawson,0,0.128492917,0.087700286,0.006579457,0.169904791,0.032587662,0.045669169,0.049926465,0.100472173,0.14768945,0.025698583,0.069122997,0.136156049,0.470005418,0.147921666,0.126015946,0.129886214,0.126170756
GA,Decatur,0.009781256,0.056108839,0.142984172,0.028365641,0.148141561,0.021696603,0.006935799,0.055575316,0.083051752,0.228170016,0.089898631,0.072559132,0.056731282,0.348479459,0.152943269,0.195802952,0.053796906,0.248977414
GA,DeKalb,0.001909064,0.045741901,0.062649635,0.019155839,0.11092913,0.092380957,0.032626215,0.069545215,0.177683773,0.22681348,0.077580496,0.027483217,0.055501077,0.48779451,0.130697852,0.192197353,0.048331656,0.14097863
GA,Dodge,,,,,,,,,,,,,,0.35314741,0.129561753,0.20940239,0.087330677,0.220557769
GA,Dougherty,0.020382316,0.040558452,0.098318164,0.024123001,0.131719242,0.052634679,0.02621425,0.035227239,0.099673058,0.289770552,0.088686637,0.034402521,0.058289888,0.365880239,0.155282613,0.229595594,0.071043563,0.178197991
GA,Douglas,0,0.049107469,0.046651365,0.025145831,0.092177015,0.155714098,0.024122454,0.056899753,0.123901697,0.225201386,0.080115788,0.045613368,0.075349776,0.394365579,0.129164778,0.239470183,0.054180494,0.182818965
GA,Effingham,0.013129456,0.07029259,0.132068776,0.017774767,0.185231782,0.0937127,0.003742056,0.022807187,0.083518823,0.213490758,0.067453789,0.05587277,0.040904545,0.362624601,0.170263557,0.228846092,0.1031001,0.135165651
GA,Emanuel,0.105866731,0.095002414,0.13556253,0.006277161,0.147875423,0.111298889,0,0.03416224,0.103452438,0.172863351,0.056253018,0.01955577,0.011830034,0.199782714,0.158015451,0.170086915,0.188194109,0.283920811
GA,Fannin,0.05736449,0.08274277,0.068665007,0,0.147385558,0.02537828,0.006990998,0.076996744,0.092511013,0.197663283,0.109557556,0.099406244,0.035338058,0.365830301,0.199482858,0.265083317,0.063206282,0.106397242
GA,Fayette,0,0.065514173,0.094616856,0.025126389,0.092590839,0.12188287,0.034215061,0.064226611,0.102626247,0.195084544,0.119232007,0.03885407,0.046030333,0.470357677,0.146819912,0.186696457,0.042925037,0.153200916
GA,Floyd,0.006746238,0.089438415,0.174702737,0.021976038,0.111437016,0.051465445,0.001827576,0.015387739,0.112023646,0.245730015,0.079510841,0.059745944,0.030008348,0.338191828,0.140204418,0.160398005,0.116987433,0.244218316
GA,Forsyth,0.004437781,0.057638681,0.100667166,0.027151424,0.098755622,0.047878561,0.036896552,0.104565217,0.207923538,0.176574213,0.069887556,0.050067466,0.017556222,0.588823088,0.107421289,0.190389805,0.054902549,0.058463268
GA,Franklin,0.026528521,0.081862689,0.182853239,0.049755209,0.124900376,0.149493339,0.022088125,0.007059091,0.046567232,0.212455881,0.057611295,0.019810999,0.019014004,0.354434703,0.150176477,0.155755437,0.067061369,0.272572014
GA,Fulton,0.002314069,0.034232389,0.068068834,0.03247616,0.087568608,0.068707623,0.032838668,0.098885551,0.231764166,0.20086826,0.064123478,0.032495517,0.045656677,0.58300646,0.100678735,0.199900398,0.030315189,0.086099218
GA,Gilmer,0.030320407,0.065443337,0.117769336,0.018493298,0.149451652,0.085656942,0.029101856,0.025804602,0.096910616,0.204788187,0.025087807,0.085155186,0.066016773,0.281771916,0.15618952,0.277256111,0.13146011,0.153322342
GA,Glynn,0.005237887,0.032967879,0.0831643,0.010604154,0.166893471,0.088350836,0.009551442,0.05058156,0.105322618,0.154954168,0.100932036,0.09027653,0.101163119,0.375946799,0.171155673,0.237091432,0.060312733,0.155493363
GA,Gordon,0.023268461,0.100687566,0.198034417,0.04785767,0.170026803,0.046925378,0.013168628,0.029833353,0.062502428,0.165365342,0.052674513,0.064794313,0.024861127,0.297673154,0.107446685,0.258361496,0.132191275,0.20432739
GA,Grady,0.08909621,0.037317784,0.063906706,0.039883382,0.153002915,0.071953353,0.003965015,0.012827988,0.183556851,0.177609329,0.044897959,0.04548105,0.076501458,0.279300292,0.189620991,0.249912536,0.124897959,0.156268222
GA,Gwinnett,0.001709159,0.085762937,0.080961619,0.029881693,0.13079621,0.078538722,0.025326053,0.069118226,0.13525019,0.187516149,0.089085949,0.051869909,0.034183183,0.404138834,0.155198851,0.214792804,0.092076448,0.133793063
GA,Habersham,0.020621638,0.131002192,0.163329348,0.048166966,0.106445507,0.064106396,0.040994222,0.026449492,0.043235704,0.181111775,0.06579996,0.068688982,0.040047818,0.288005579,0.149183104,0.218420004,0.153217772,0.191173541
GA,Hall,0.008904746,0.130013292,0.178954417,0.033840034,0.128933929,0.062093365,0.014601385,0.043224498,0.136189648,0.14598387,0.051709491,0.05177945,0.013771875,0.317242827,0.130473021,0.242127145,0.116651176,0.193505832
GA,Haralson,0.017489285,0.100027651,0.205723766,0.044656436,0.075210839,0.053435642,0.01389465,0.045140329,0.129959906,0.142817641,0.04914973,0.079773261,0.042720863,0.284805751,0.115304853,0.218304991,0.172680769,0.208903636
GA,Harris,0.019329508,0.045182724,0.126427061,0.027363334,0.125218967,0.063062519,0.008033827,0.079432196,0.103533676,0.21564482,0.103110843,0.036182422,0.047478103,0.400120809,0.137420719,0.181697372,0.096828753,0.183932347
GA,Hart,0.010765251,0.106817992,0.187932905,0.003504965,0.136944004,0.069932404,0.008428607,0.018359342,0.069765501,0.212300759,0.069014437,0.045314195,0.060919636,0.324710006,0.131936911,0.222815656,0.120003338,0.20053409
GA,Henry,0.001324053,0.062534667,0.090724472,0.022884646,0.102363614,0.154180608,0.030506898,0.035006889,0.106380504,0.184150727,0.071373616,0.043997924,0.094571383,0.371960493,0.15659611,0.203931006,0.069101254,0.198411136
GA,Houston,0.020164658,0.037333121,0.08639913,0.01399992,0.164803988,0.064988267,0.002571955,0.056304604,0.103633881,0.184610693,0.093240001,0.049198584,0.122751196,0.326465948,0.193320871,0.217661642,0.087499503,0.175052036
GA,Jackson,0.005125894,0.086182617,0.123218611,0.034895511,0.139215907,0.045569763,0.018194108,0.050357686,0.11890948,0.19365741,0.099278995,0.053709232,0.031684786,0.363741339,0.159268856,0.207880358,0.104179575,0.164929871
GA,Jones,0.039354473,0.06813892,0.087580219,0.085598339,0.053322008,0.03586259,0,0.088995847,0.054832012,0.330879577,0.057380143,0.013495659,0.084560211,0.356360891,0.186768592,0.205643639,0.151661004,0.099565874
GA,Laurens,0.009603106,0.110129233,0.107370894,0.009960668,0.101854217,0.042958574,0.002298616,0.032589263,0.047811207,0.320580273,0.133268632,0.015885989,0.065689329,0.337794351,0.209429432,0.192266435,0.106400368,0.154109414
GA,Lee,0.01265034,0.048607216,0.088365427,0.007291082,0.099208575,0.054714277,0.006169377,0.037016265,0.103196859,0.312270206,0.108743067,0.034149685,0.087617623,0.507571509,0.169315137,0.140587026,0.058390977,0.124135352
GA,Liberty,0.007366383,0.039359071,0.103935907,0.01311969,0.153887515,0.091031294,0.011990537,0.039466609,0.140767824,0.201150661,0.123615443,0.012528229,0.061780837,0.353532638,0.170018282,0.237283579,0.050435531,0.188729971
GA,Lowndes,0.007963347,0.069466565,0.048521872,0.016472128,0.164437657,0.035016908,0.015904876,0.071037417,0.090127632,0.243547507,0.14336206,0.027642631,0.0664994,0.373666412,0.196225592,0.233315152,0.079764372,0.117028472
GA,Lumpkin,0.015279077,0.046585594,0.093295915,0.004053633,0.231431244,0.063111943,0.022887434,0.009728718,0.124976614,0.17125039,0.134206423,0.038540692,0.044652323,0.381665108,0.1104459,0.293670097,0.100717181,0.113501715
GA,McDuffie,0.003454051,0.009943479,0.160770358,0.014339544,0.169667155,0.089909985,0,0.068976345,0.113355663,0.242097551,0.071488382,0.022922336,0.033075152,0.269834624,0.179401298,0.293489638,0.046682018,0.210592422
GA,Madison,0.031645085,0.106735116,0.104513064,0.013485557,0.036855413,0.125584246,0.000766225,0.015860854,0.070799172,0.342349245,0.079534135,0.059535668,0.012336219,0.380430618,0.150793043,0.102980615,0.179219983,0.186575741
GA,Meriwether,0.019616788,0.028740876,0.230269161,0.030907847,0.11142792,0.11142792,0,0.00935219,0.078125,0.209511861,0.103900547,0.052235401,0.014484489,0.193316606,0.225479015,0.177007299,0.124201642,0.279995438
GA,Mitchell,0.087429112,0.052930057,0.124645558,0.03520794,0.074669187,0.02918242,0.010278828,0.051512287,0.126063327,0.189390359,0.093809074,0.003780718,0.121101134,0.249763705,0.265949905,0.18147448,0.183601134,0.119210775
GA,Monroe,0.007140228,0.040780272,0.104600662,0,0.118513066,0.033566434,0.008906883,0.073168936,0.133456018,0.28590357,0.089878543,0.052484358,0.051601031,0.43555392,0.186161207,0.139786529,0.097165992,0.141332352
GA,Morgan,0.025500711,0.074203787,0.096202255,0.021232352,0.090073328,0.108131772,0.002626683,0.058662581,0.082631061,0.263872168,0.085148298,0.02462515,0.067089854,0.455072781,0.118857393,0.141950312,0.043559155,0.240560359
GA,Murray,0.010068892,0.013013013,0.345639757,0.020491079,0.08008008,0.053582995,0.012895248,0.017311429,0.077371489,0.147441559,0.102808691,0.049696756,0.069599011,0.232055585,0.134193017,0.222869929,0.056291586,0.354589884
GA,Muscogee,0.005317606,0.054638403,0.110195301,0.014671759,0.130063811,0.053466112,0.015433143,0.104938122,0.079897032,0.231001644,0.09416997,0.035289568,0.070917529,0.400451997,0.155503722,0.226312482,0.079945374,0.137786426
GA,Newton,0.0032768,0.073980051,0.106838068,0.028969068,0.185481257,0.083162292,0.023081632,0.051294516,0.084458608,0.244661697,0.038655432,0.0344244,0.041716179,0.37332109,0.140884376,0.229141911,0.100086421,0.156566202
GA,Oconee,0.018007263,0.052032035,0.104362533,0.015420584,0.081878327,0.016067254,0.011888773,0.074068547,0.148186838,0.379893548,0.037208377,0.033975029,0.027010894,0.588817589,0.096701985,0.169676168,0.051783316,0.093020942
GA,Paulding,0.000315561,0.101489204,0.063112158,0.03796439,0.127874941,0.075370481,0.023934072,0.055902807,0.130168825,0.240202444,0.061036739,0.049009018,0.033619361,0.426771692,0.140643016,0.238211984,0.107788283,0.086585025
GA,Peach,0,0.030474604,0.051706911,0,0.181931724,0.008742714,0.025145712,0.070940883,0.071357202,0.368526228,0.079517069,0.020899251,0.090757702,0.354537885,0.278767694,0.14662781,0.102830974,0.117235637
GA,Pickens,0.010371545,0.085290708,0.14556769,0.036605454,0.111585626,0.023000427,0.066987981,0.066438899,0.112134708,0.210237325,0.063815509,0.0543591,0.013605027,0.41516686,0.069855408,0.287413825,0.098285645,0.129278262
GA,Polk,0.00359882,0.117640118,0.224660767,0.034631268,0.07699115,0.043244838,0.020058997,0.060648968,0.054100295,0.171150442,0.097168142,0.041828909,0.054277286,0.321946903,0.169085546,0.170737463,0.094159292,0.244070796
GA,Putnam,0.007481549,0.094024871,0.040339703,0,0.080274997,0.126175311,0,0.046405823,0.080679406,0.330300273,0.071074714,0.059650187,0.063593166,0.332019007,0.098675564,0.18542109,0.121019108,0.262865231
GA,Richmond,0.00049082,0.046966846,0.108646621,0.006485842,0.12662,0.061025347,0.01535567,0.025055217,0.126339531,0.288029823,0.099426207,0.033142069,0.062416005,0.334587652,0.215855839,0.223019481,0.068294165,0.158242863
GA,Rockdale,0.002135407,0.072244201,0.105264341,0.025332674,0.103196368,0.129855242,0.012205539,0.060847869,0.113423845,0.218463406,0.063320446,0.030682431,0.063028232,0.388486783,0.112996763,0.234962237,0.082539112,0.181015105
GA,Spalding,0.001815805,0.082945962,0.173772516,0.032030796,0.115194654,0.088792853,0.014635386,0.04957147,0.060030506,0.213938117,0.089591807,0.0593405,0.018339628,0.298954096,0.158410808,0.155723417,0.141669088,0.245242592
GA,Stephens,0.023949544,0.047558169,0.185545044,0.030427001,0.179152817,0.041933009,0.023438166,0.02795534,0.065371175,0.209409358,0.071507713,0.066308702,0.027443961,0.379698287,0.130486662,0.208642291,0.068098526,0.213074235
GA,Sumter,0.0387612,0.015192832,0.147740553,0,0.090864823,0.044701987,0.010712894,0.053759252,0.119984418,0.260518115,0.100701208,0.045773276,0.071289443,0.373100896,0.157382158,0.209583171,0.067978185,0.19195559
GA,Tattnall,,,,,,,,,,,,,,0.308965353,0.183831409,0.185379212,0.131682343,0.190141684
GA,Thomas,0.03679156,0.066008386,0.127102214,0.008566662,0.122368006,0.044817169,0.005500699,0.03462735,0.103340998,0.224040759,0.1124938,0.059560846,0.05478155,0.388250147,0.17980973,0.203931647,0.070742594,0.157265882
GA,Tift,0.03027269,0.092643854,0.079922257,0.026444431,0.096472113,0.082042523,0.008598857,0.060192002,0.086106367,0.222097886,0.090641381,0.078096472,0.046469168,0.297249544,0.200777431,0.227280759,0.104658696,0.170033571
GA,Toombs,0.084528887,0.114288484,0.108278402,0.046141915,0.092962389,0.113125242,0.015994572,0.034315626,0.029177976,0.22547499,0.067952695,0.052927491,0.01483133,0.428654517,0.136293137,0.127665762,0.149282668,0.158103916
GA,Troup,0.016505336,0.078803673,0.305534872,0.00440556,0.099032018,0.059319931,0.009214445,0.030466617,0.07939315,0.18652271,0.044583023,0.038160834,0.048057831,0.250992802,0.163067759,0.144266567,0.106788285,0.334884587
GA,Union,0.008001754,0.117943659,0.098980598,0.005590266,0.218020388,0.05469692,0.011399759,0.067083196,0.083086704,0.174394388,0.082538639,0.014907377,0.063356352,0.345500384,0.136029815,0.2760057,0.139647046,0.102817056
GA,Upson,0.015408603,0.193708154,0.17316335,0.003576997,0.051086857,0.070347611,0.003943869,0.057965698,0.052554343,0.223149592,0.084655599,0.032559846,0.037879483,0.299275429,0.162524076,0.198752637,0.186279006,0.153168853
GA,Walker,0.017724035,0.063110817,0.201888355,0.028391585,0.127281762,0.055656783,0.005234388,0.058770913,0.082193142,0.219115455,0.036110651,0.051051847,0.053470267,0.323869472,0.157097896,0.263541494,0.083617691,0.171873447
GA,Walton,0.015508533,0.087310593,0.101261598,0.024074939,0.116436375,0.088712369,0.007832143,0.050530672,0.132345415,0.19836237,0.072447322,0.047994126,0.057183544,0.387179316,0.130609884,0.220368022,0.119173175,0.142669604
GA,Ware,0.018473336,0.100819101,0.124782154,0.023440223,0.131927501,0.050540258,0.00426978,0.02309167,0.070930638,0.255576856,0.060299756,0.037643778,0.098204949,0.296619031,0.146043918,0.211746253,0.151795051,0.193795748
GA,Washington,0.038947086,0.095218909,0.171635778,0.008326618,0.109991942,0.100590921,0.001074402,0.015578834,0.050496911,0.21823798,0.06352404,0.011549825,0.114826753,0.23180231,0.164249261,0.257050766,0.144641418,0.202256245
GA,Wayne,0.022251807,0.036420692,0.086629897,0.005515405,0.208919741,0.030620008,0,0.006085964,0.129992393,0.29260175,0.084157474,0.05600989,0.040794979,0.265310004,0.210916698,0.252947889,0.112685432,0.158139977
GA,White,0.001895285,0.080786543,0.10384585,0.019189765,0.196556898,0.023296217,0,0.013503909,0.091052673,0.209429045,0.119639896,0.015715075,0.125088842,0.355602938,0.22490721,0.21092948,0.067519545,0.141040828
GA,Whitfield,0.006127879,0.060602756,0.402172017,0.005975227,0.099419923,0.042262736,0.00368545,0.03711619,0.046362526,0.150449232,0.08688067,0.045904571,0.013040823,0.259224529,0.133330426,0.169203594,0.083718597,0.354522854
GA,Worth,0.045548654,0.114518634,0.072334369,0.06573499,0.078545549,0.061464803,0.00931677,0.03429089,0.029503106,0.346532091,0.060688406,0.046583851,0.034937888,0.304606625,0.151138716,0.135869565,0.198628364,0.209756729
HI,Hawaii,0.034876242,0.08965624,0.01687829,0.026109536,0.121185411,0.043714415,0.0061224,0.065845582,0.134490316,0.247254449,0.117397623,0.03754437,0.058925126,0.384722586,0.215772923,0.189734855,0.114395979,0.095373657
HI,Honolulu,0.006541971,0.071559904,0.031043719,0.024594815,0.100270123,0.06936487,0.014425478,0.072806102,0.102614973,0.254571662,0.121271621,0.037161211,0.093773551,0.418717937,0.185853725,0.226127026,0.087063604,0.082237708
HI,Kauai,0.018355403,0.088703003,0.017734689,0.015606526,0.134044691,0.064347363,0.004788366,0.058376685,0.114684323,0.22605817,0.138655711,0.055095767,0.063549302,0.350023646,0.247753606,0.202234571,0.10200402,0.097984157
HI,Maui,0.009677378,0.089957654,0.016709691,0.011928227,0.118430255,0.055533655,0.01233516,0.062527818,0.100677798,0.194539466,0.244121724,0.035708382,0.047852792,0.295980264,0.305835675,0.213283823,0.104340196,0.080560042
ID,Ada,0.010503948,0.086214881,0.097368759,0.028515164,0.11558624,0.047557706,0.018513257,0.081591432,0.125720468,0.211585088,0.078061576,0.035146779,0.063634701,0.464174103,0.135294278,0.209806539,0.092535153,0.098189927
ID,Bannock,0.011451244,0.062404259,0.07604028,0.02365586,0.095803722,0.063408754,0.010170513,0.089927425,0.084704051,0.283041611,0.085708546,0.054267849,0.059415886,0.375379825,0.187438789,0.214560157,0.094121192,0.128500038
ID,Bingham,0.059223387,0.056690954,0.162564422,0.032121912,0.15243469,0.06144482,0.020303892,0.020748178,0.090412298,0.204282922,0.045939222,0.041807357,0.052025946,0.309312245,0.136440377,0.174604585,0.154522836,0.225119957
ID,Blaine,0.041519618,0.091481558,0.073558923,0.012248287,0.136807141,0.031900907,0.006158743,0.046847969,0.091827555,0.129541208,0.26302678,0.017023043,0.058058266,0.370562591,0.24344336,0.209051277,0.104145042,0.07279773
ID,Bonner,0.031606795,0.15575977,0.076719577,0.031189084,0.095702219,0.045252019,0.001670844,0.065070083,0.114220737,0.205699434,0.06841177,0.046505152,0.062192518,0.358442402,0.155620533,0.247841827,0.140722176,0.097373062
ID,Bonneville,0.030836394,0.079602938,0.08923498,0.030039498,0.109832998,0.046531772,0.0117109,0.038337607,0.162566697,0.25549165,0.070889058,0.0336775,0.041248008,0.403523664,0.160418543,0.217396577,0.082998406,0.135662809
ID,Canyon,0.037881348,0.101334163,0.108449702,0.01564529,0.098301165,0.070523882,0.01226541,0.05628391,0.105478965,0.217860002,0.079169261,0.052850663,0.043956239,0.307800409,0.187521124,0.190376234,0.132882683,0.18141955
ID,Cassia,0.103207174,0.06627147,0.211582307,0.017403861,0.140902873,0.06627147,0.019227846,0.032755738,0.085879313,0.17373461,0.036859705,0.016795866,0.029107767,0.254597963,0.129274966,0.199574403,0.139306886,0.277245782
ID,Elmore,0.169924539,0.045458678,0.125920538,0.006091463,0.132557505,0.054641331,0.00927357,0.035275934,0.039639967,0.186653332,0.08664424,0.069642695,0.038276207,0.247386126,0.192108373,0.11864715,0.237567052,0.204291299
ID,Jefferson,0.054873797,0.123065123,0.086040998,0.059475666,0.068679403,0.033747037,0.005508297,0.042532422,0.096639241,0.284548877,0.099776879,0.014014782,0.031097476,0.360758611,0.229884256,0.163296611,0.131641333,0.114419188
ID,Jerome,0.132544479,0.112113731,0.126415255,0.032348685,0.121903465,0.097727079,0,0.042308675,0.041968162,0.138077807,0.070826594,0.032689197,0.051076871,0.22116285,0.171533157,0.194602877,0.213756704,0.198944411
ID,Kootenai,0.028871026,0.090371298,0.072171765,0.027792277,0.100891998,0.052568698,0.020647017,0.075338414,0.088213801,0.252821566,0.108118454,0.051814734,0.030378954,0.375021749,0.19286402,0.209776015,0.101819953,0.120518263
ID,Latah,0.05515253,0.061802455,0.097888765,0.011811756,0.154296875,0.042410714,0.005487351,0.028227307,0.097423735,0.306733631,0.096261161,0.023251488,0.019252232,0.425176711,0.156622024,0.230143229,0.071056548,0.117001488
ID,Madison,0.036712484,0.058761175,0.050881594,0.063460655,0.14020706,0.01575916,0,0.029150913,0.092611568,0.324617505,0.110596799,0.023179393,0.054061694,0.382141974,0.241404897,0.198473552,0.088866118,0.089113459
ID,Minidoka,0.219625266,0.049449488,0.159841607,0.005408538,0.12082287,0.082963106,0.006277767,0.052346919,0.044234112,0.103631447,0.057852038,0.078810122,0.01873672,0.270233726,0.162739038,0.183117636,0.19847402,0.18543558
ID,Nez Perce,0.030073784,0.052395629,0.149621743,0.019706734,0.144204726,0.029139815,0.028672831,0.086485477,0.067946203,0.196880545,0.109601195,0.044877183,0.040394135,0.323526665,0.172690763,0.225600075,0.086065191,0.192117306
ID,Payette,0.091188525,0.113263785,0.170361401,0.004377794,0.031389717,0.102645306,0.020584948,0.024031297,0.049646051,0.218237705,0.020119225,0.052254098,0.101900149,0.400801043,0.131613264,0.099292101,0.127794337,0.240499255
ID,Twin Falls,0.079447365,0.051986795,0.113167869,0.005673065,0.128108571,0.036336961,0.016432327,0.03181318,0.096613278,0.239197946,0.150434038,0.025920039,0.024868566,0.3611933,0.21347353,0.1765497,0.111847414,0.136936056
IL,Adams,0.031208735,0.03488035,0.125446874,0.063254855,0.119424136,0.041547232,0.020515959,0.075332539,0.039389352,0.285129956,0.061805533,0.042803311,0.059261168,0.365325775,0.18937808,0.201616799,0.089535895,0.154143451
IL,Boone,0.01731097,0.06830209,0.252264777,0.026549466,0.075836398,0.098080545,0.007624002,0.080231411,0.078302987,0.134944838,0.108754148,0.037312763,0.014485604,0.291505965,0.164633599,0.182976052,0.077271504,0.28361288
IL,Bureau,0.049976954,0.055837229,0.170211365,0.021531573,0.175939949,0.086718904,0.006452887,0.033054586,0.052347402,0.196154606,0.047606506,0.044445908,0.059722131,0.332126161,0.158885889,0.182590373,0.089616119,0.236781458
IL,Champaign,0.013931523,0.04120425,0.081523022,0.017591499,0.102607241,0.02972255,0.017099567,0.041164896,0.099891775,0.406798505,0.080627706,0.039964581,0.027872885,0.504102715,0.144962613,0.180460449,0.058539945,0.111934278
IL,Christian,0.061790197,0.069336521,0.106769277,0.037582188,0.120666467,0.04326061,0.021368799,0.054617454,0.061715481,0.207262403,0.061117753,0.045277944,0.109234907,0.338463837,0.175582785,0.237597131,0.111028093,0.137328153
IL,Clinton,0.040850588,0.116899832,0.114717403,0.008337997,0.091326245,0.031113598,0.010128707,0.077392278,0.101063234,0.232568551,0.054840515,0.052770006,0.067991046,0.367655288,0.129826525,0.21343033,0.15002798,0.139059877
IL,Coles,0.011005136,0.051999266,0.121239912,0.016828687,0.141874541,0.051540719,0.005961115,0.02820066,0.108904989,0.314838591,0.081162876,0.039022377,0.02742113,0.354915627,0.277283566,0.212765957,0.049889949,0.105144901
IL,Cook,0.002170317,0.04576161,0.098183972,0.023995724,0.091768495,0.074725135,0.019631122,0.084864866,0.158365228,0.239284534,0.078963904,0.044864003,0.03742109,0.466946908,0.157883468,0.187101055,0.05657964,0.13148893
IL,DeKalb,0.017710853,0.06146134,0.147265351,0.018549583,0.112233752,0.06226106,0.006729344,0.020636654,0.103202778,0.298626824,0.082234532,0.037294219,0.031793711,0.361980183,0.17806429,0.195580089,0.089685574,0.174689865
IL,DuPage,0.003134856,0.048912998,0.120741348,0.035147807,0.103244187,0.057482864,0.021163954,0.094224381,0.163239561,0.21394811,0.070510071,0.042201758,0.026048106,0.498967663,0.11930743,0.224235734,0.050496194,0.106992978
IL,Effingham,0.034672257,0.070760863,0.175627443,0.027023965,0.139255566,0.065945272,0.000906464,0.044473401,0.054841085,0.233697807,0.064585576,0.054557815,0.033652484,0.345532831,0.127528185,0.20225483,0.088946802,0.235737352
IL,Fayette,0.097318094,0.107049904,0.106936743,0.016408283,0.126287202,0.077175512,0.003168496,0.040058843,0.064614688,0.164535476,0.050922259,0.073214892,0.072309607,0.314812719,0.145298178,0.207536494,0.157066878,0.17528573
IL,Franklin,0.026710684,0.063445378,0.129651861,0.046158463,0.158403361,0.061584634,0.010144058,0.050120048,0.029711885,0.252460984,0.061644658,0.036434574,0.073529412,0.282833133,0.208463385,0.184273709,0.092016807,0.232412965
IL,Fulton,0.040085053,0.082532682,0.187746102,0.014411718,0.115845015,0.045282722,0.005591432,0.019924398,0.072767365,0.282249173,0.058591904,0.024177036,0.050795401,0.326980627,0.227122381,0.143565916,0.099149472,0.203181603
IL,Grundy,0.015255944,0.061682026,0.136838845,0.036629753,0.10532022,0.128126694,0.034538837,0.028692016,0.046735848,0.244056377,0.073298227,0.057384032,0.031441183,0.320065051,0.14353752,0.244830791,0.106675443,0.184891195
IL,Henry,0.05472301,0.079789388,0.179199856,0.026866478,0.121956708,0.065568606,0.0127357,0.046082535,0.043157374,0.204851267,0.095360245,0.045182485,0.024526349,0.350254264,0.163493992,0.161783898,0.150038252,0.174429594
IL,Iroquois,0.055491684,0.115965356,0.150456044,0.021920748,0.121253928,0.064995784,0.009504101,0.035717023,0.027515904,0.270713574,0.029048823,0.078178892,0.019238139,0.328427991,0.114355791,0.17030735,0.189775427,0.197133441
IL,Jackson,0.020199778,0.047369589,0.082930078,0.011409545,0.135316315,0.053673696,0.004750277,0.049678135,0.075471698,0.368745838,0.086925638,0.036714761,0.02681465,0.386681465,0.222108768,0.159467259,0.088967814,0.142774695
IL,Jefferson,0.039922978,0.056931964,0.159563543,0.027792041,0.107060334,0.089922978,0.006996149,0.049679076,0.055070603,0.235750963,0.055006418,0.061232349,0.055070603,0.299165597,0.177599487,0.216816431,0.10661104,0.199807445
IL,Jersey,0.035091083,0.080536913,0.124161074,0.036529243,0.044295302,0.152253116,0.005944391,0.026653883,0.09261745,0.300958773,0.061936721,0.003547459,0.035474593,0.356184084,0.128283797,0.184659636,0.119079578,0.211792905
IL,Jo Daviess,0.03598026,0.064961866,0.229340511,0.017317183,0.115208614,0.047465231,0.018483625,0.085150292,0.035172723,0.186361597,0.080843428,0.052400179,0.031314491,0.373620458,0.122027815,0.209421265,0.106505159,0.188425303
IL,Kane,0.002406492,0.057027033,0.16082504,0.037239898,0.110713825,0.063806205,0.019012807,0.06510814,0.12461758,0.206821684,0.085198934,0.037209532,0.03001283,0.373294769,0.159105574,0.227796883,0.066816218,0.172986556
IL,Kankakee,0.019889084,0.067008458,0.119873125,0.018073731,0.128291574,0.06323811,0.011410788,0.057632461,0.077561443,0.260572933,0.102357964,0.038341845,0.035748484,0.318145547,0.203020268,0.197215129,0.121708426,0.159910629
IL,Kendall,0.001092482,0.06961297,0.086597428,0.025170791,0.144498988,0.108082912,0.027399455,0.055337868,0.101717382,0.190237578,0.103800382,0.037319194,0.049132569,0.325851044,0.16881036,0.251868145,0.078658723,0.174811729
IL,Knox,0.040789996,0.0761711,0.089867011,0.031957126,0.138646288,0.069323144,0.006847956,0.033296943,0.057115919,0.297141723,0.087832473,0.036026201,0.034984121,0.309944422,0.204545455,0.181470822,0.121327908,0.182711393
IL,Lake,0.00434838,0.051178205,0.153036334,0.036864183,0.110954674,0.042585736,0.013103081,0.09011953,0.144742255,0.20787923,0.080345089,0.037843366,0.026999936,0.470207366,0.152123783,0.20017324,0.056233451,0.12126216
IL,LaSalle,0.033080675,0.058679515,0.173609887,0.034804238,0.115988013,0.080459095,0.009910492,0.05066886,0.074935856,0.24333588,0.055212801,0.040836712,0.028477976,0.302720489,0.183696653,0.160134751,0.106606342,0.246841765
